id,text
FOODON:00003410,CHEBI:81955
FOODON:00003410,CHEBI:81975
FOODON:00003410,CHEBI:82025
FOODON:00003410,CHEBI:82029
FOODON:00003410,CHEBI:82041
FOODON:00003410,CHEBI:82041
FOODON:00003410,CHEBI:82041
FOODON:00003410,CHEBI:83258
FOODON:00003410,CHEBI:83398
FOODON:00003410,CHEBI:84033
FOODON:03301702,CHEBI:116509
FOODON:03301702,CHEBI:132964
FOODON:03301702,CHEBI:133237
FOODON:03301702,CHEBI:133305
FOODON:03301702,CHEBI:133997
FOODON:03301702,CHEBI:134069
FOODON:03301702,CHEBI:140503
FOODON:03301702,CHEBI:142824
FOODON:03301702,CHEBI:23414
FOODON:03301702,CHEBI:23414
FOODON:03301702,CHEBI:2555
FOODON:03301702,CHEBI:2630
FOODON:03301702,CHEBI:26833
FOODON:03301702,CHEBI:27496
FOODON:03301702,CHEBI:28973
FOODON:03301702,CHEBI:3093
FOODON:03301702,CHEBI:3177
FOODON:03301702,CHEBI:31953
FOODON:03301702,CHEBI:32158
FOODON:03301702,CHEBI:33070
FOODON:03301702,CHEBI:3390
FOODON:03301702,CHEBI:3416
FOODON:03301702,CHEBI:34608
FOODON:03301702,CHEBI:34631
FOODON:03301702,CHEBI:34703
FOODON:03301702,CHEBI:34714
FOODON:03301702,CHEBI:34905
FOODON:03301702,CHEBI:34908
FOODON:03301702,CHEBI:3639
FOODON:03301702,CHEBI:38449
FOODON:03301702,CHEBI:38539
FOODON:03301702,CHEBI:38626
FOODON:03301702,CHEBI:38628
FOODON:03301702,CHEBI:38639
FOODON:03301702,CHEBI:38729
FOODON:03301702,CHEBI:38786
FOODON:03301702,CHEBI:39098
FOODON:03301702,CHEBI:39163
FOODON:03301702,CHEBI:39185
FOODON:03301702,CHEBI:39211
FOODON:03301702,CHEBI:39214
FOODON:03301702,CHEBI:39255
FOODON:03301702,CHEBI:39260
FOODON:03301702,CHEBI:39314
FOODON:03301702,CHEBI:39334
FOODON:03301702,CHEBI:39353
FOODON:03301702,CHEBI:39381
FOODON:03301702,CHEBI:4034
FOODON:03301702,CHEBI:40909
FOODON:03301702,CHEBI:5011
FOODON:03301702,CHEBI:5015
FOODON:03301702,CHEBI:50842
FOODON:03301702,CHEBI:5870
FOODON:03301702,CHEBI:60607
FOODON:03301702,CHEBI:6651
FOODON:03301702,CHEBI:67113
FOODON:03301702,CHEBI:73163
FOODON:03301702,CHEBI:75281
FOODON:03301702,CHEBI:78780
FOODON:03301702,CHEBI:81760
FOODON:03301702,CHEBI:81762
FOODON:03301702,CHEBI:81796
FOODON:03301702,CHEBI:81803
FOODON:03301702,CHEBI:81815
FOODON:03301702,CHEBI:81822
FOODON:03301702,CHEBI:81833
FOODON:03301702,CHEBI:81884
FOODON:03301702,CHEBI:81896
FOODON:03301702,CHEBI:81907
FOODON:03301702,CHEBI:81931
FOODON:03301702,CHEBI:81975
FOODON:03301702,CHEBI:82029
FOODON:03301702,CHEBI:82041
FOODON:03301702,CHEBI:82041
FOODON:03301702,CHEBI:82041
FOODON:03301702,CHEBI:83258
FOODON:03301702,CHEBI:83569
FOODON:03301702,CHEBI:84033
FOODON:03301702,CHEBI:8489
FOODON:03301702,CHEBI:86644
FOODON:03301702,CHEBI:8866
FOODON:03301123,CHEBI:116509
FOODON:03301123,CHEBI:133237
FOODON:03301123,CHEBI:142860
FOODON:03301123,CHEBI:16240
FOODON:03301123,CHEBI:17362
FOODON:03301123,CHEBI:23414
FOODON:03301123,CHEBI:26833
FOODON:03301123,CHEBI:27496
FOODON:03301123,CHEBI:27744
FOODON:03301123,CHEBI:28837
FOODON:03301123,CHEBI:28909
